Produto,media_valor_vendido,media_peso_vendido,quantidade_vendas,quantidade_clientes,saldo_kg,preco_sugerido
1672,2654.89,110.35,49,18,976.248,37.21
1367,5992.28,115.37,36,15,1110.4128,21.61
83767,14856.12,165.75,8,8,12562.02,1234.82
7869,4113.58,149.42,127,60,1883.448,15.18
7874,2639.59,104.56,85,55,2406.9008,26.88
9353,31627.5,1501.25,16,8,865,28.31
11216,25832.3,426.6,10,1,60,61.99
4503,2427.75,63.56,62,45,3364.9272,155.71
8996,2719.32,69.06,16,3,1374.408,18.43
7875,2802.88,133.89,26,18,3121.194,35.69
1234,6281.02,324.48,91,44,10512,30.13
1268,6611.96,99.25,37,26,147.75,76.37
1094,5191.82,65.96,135,78,2554.7718,25.69
300,1480.95,36.96,36,19,1155.813,15.85
3006,3495.6,130.18,94,56,1469.8656,21.9
4956,2601.69,144.08,55,38,1385.5212,79.7
9896,6585.48,103.77,149,104,994.877,71.53
10144,5078.45,92.55,25,18,0,56.23
8520,2803.99,107.97,34,15,0,60.78
8775,141323.39,5761.64,14,2,81214,26.16
11651,30918.48,937.5,2,2,0,62.06
11985,7900.21,272.36,191,112,721,46.42
9899,3474.96,54.96,17,9,2174.7,83.91
4593,6577.18,87.38,62,46,2226.474,301.12
10728,262761.98,5784.62,13,3,0,41.32
9261,6226.52,71.57,7,7,0,108.09
11648,9424.8,204,1,1,0,52.39
82936,10947.44,158.3,52,40,0,210.88
6213,4653.4,160.86,15,13,10445.5,32
8771,9233.37,468.06,141,34,145,26.64
8165,19662.69,513.02,89,61,272,47.71
1877,6219.81,191.13,34,20,0,183.37
1681,1974.15,71.53,24,19,0,35.42
1410,10992.28,242.19,16,15,0,276.93
83027,4780.4,57.31,19,15,4782.80988,357.17
68,1348.86,40.59,21,6,2852.388,29.52
2082,5718.67,201.45,51,39,5529.5136,300.73
1668,4441.54,106.77,60,40,2947.0158,24.64
8763,131171.15,6467.49,35,4,55365,27.12
10693,17645.77,976.22,9,7,0,29.75
10824,10678.22,180.36,11,10,0,52.93
11159,2741.9,146.5,2,2,0,26.73
9965,23988.46,562.93,27,20,3879,65.04
2871,12511.34,264.48,88,60,71.394,345.95
12254,9880.84,390.12,173,66,2070,42.42
5048,30043.71,1203.92,26,19,11387.5692,272.58
82705,2649.57,46.97,62,51,0,82.31
10752,92845.74,3506,4,1,6152,25.89
4763,7658.69,126.1,69,52,1450.1088,840.61
8450,1800.64,104.65,99,41,2603.8764,37.44
2756,3190.06,57.18,34,27,351.64,224.41
5083,1188.21,105.35,43,26,5131.716,26.29
10766,24018.65,1521,13,9,6666,26.54
2810,3058.98,47.48,6,6,0,322.94
464,13375.56,62.07,32,18,513.555142,67.25
6540,2869.33,64.39,28,17,201.3,54.95
10122,3303.39,117.83,69,46,3130.38,37.78
8971,17084.45,938.53,49,17,636,28
2977,2974.7,18.04,16,1,0,78.89
9047,9213.43,104,3,2,0,67.33
9497,22417.1,1154.75,57,32,452,27.97
10207,1411.31,151.18,23,16,273.2004,56.06
2346,51040,790.01,7,7,4539.9317,3219.47
83533,2057.41,15.24,18,12,639.3024,66.86
8778,132522.28,5916.11,36,5,1213,29.4
3172,5684.13,181.77,35,22,1133.496,30.86
1583,2062.97,71.17,175,106,4165.02,40.61
510,6486.16,262.72,57,34,1614,34.42
1179,6638.93,130.01,158,91,5062.8264,88.58
11520,11667.5,1333.8,5,4,0,26.54
8082,143844.6,6996.38,58,13,359,28.58
1325,3059.08,457.58,19,8,1912,15.1
11380,7335.98,262.75,8,6,213,41.92
2532,133547.86,5978.28,39,2,86603,29.66
83548,4404.6,117.24,13,5,2707.8336,104.25
12220,10423.27,232.14,192,122,11577,43.79
12188,8497.49,216.53,86,51,4318.5,43.79
2865,5121.9,47.93,19,11,91.656,68.77
10436,28490.18,325.4,5,1,0,49.3
10663,3619.87,98.36,13,7,242.55,56.23
8072,17566.41,724.31,16,12,2485,30.35
11578,21194.5,876.33,3,2,0,40.18
84160,9317.46,752.81,12,8,419.723424,978.77
11934,43393.37,1087.75,16,11,2277,27.37
3179,3054.7,143.2,19,12,659.1468,66.12
3531,3168.51,145.69,103,53,8289.55,32
10954,156628.31,3533.4,5,1,6093,43.57
2559,4340.91,82.6,46,31,2798.676,12.95
83633,5140.42,55.04,14,12,1782.72512,138.2
83712,10197.25,104.09,18,15,16770.00226,336.2
11791,6000,375,1,1,0,34.31
4425,171243.89,4787.57,7,1,0,32.31
2593,3481.54,36.62,45,25,108.3462,111.25
1282,7625.72,274.4,69,44,11411,28.28
2049,3777.99,71.99,79,46,33.55,71.53
5676,3784.05,81.89,42,33,125.4,71.53
2336,5877.69,139.08,16,9,907,71.53
11664,17243.98,948.83,6,3,0,28.04
12282,559569.54,12616.07,57,2,219043,42.42
891,59422.85,3241.25,8,2,0,27.51
6605,877.04,99.22,10,8,116.699,54.95
1336,2742.76,283.97,80,33,256,46.42
2981,1788,44.61,2,2,2274.8958,362.87
10684,2460,118.5,2,1,986,30.19
1546,618.78,7.76,1,1,0,163.79
4693,3732.29,60.35,21,19,7446.2382,642.9
9061,13131.25,1617.7,10,8,2590,27.32
4039,6324.76,139.09,15,8,418.95,61.06
11739,6098.61,113,1,1,0,76.5
90115,5297.42,283.74,27,12,121,27.51
4910,2014.83,71.6,27,20,101.7432,36.91
11781,72748.5,2854,2,1,0,50.82
1488,6802.25,152.06,10,9,0,80.45
11822,1877.4,60,1,1,0,44.36
7175,4590.88,129.98,16,12,274.2,61.06
10390,5749.76,171.47,34,22,1385.3,27.4
1416,4639.58,125.68,10,8,109.4,48.8
4893,2522.17,171.33,25,17,4433.8752,32.31
9360,18297.9,729,1,1,0,42.47
9475,1210.4,68,1,1,0,28.21
10937,103602.84,4767.99,5,1,23803,41.1
11885,44472.6,2391,1,1,0,33.57
11721,3860.98,71,1,1,0,67.24
6351,10718.08,103.46,7,3,0,82.25
10957,262104.15,5683,3,1,2411,40.27
10083,3553.5,115,1,1,0,25.42
11798,918.4,20,1,1,0,70.6
10955,163659.92,3536.5,6,1,0,41.96
10243,8395.96,378.91,33,21,108,28.25
2007,4565.59,434.3,84,62,296,45.63
6529,13834.8,549,2,1,0,39.6
11818,2251.5,39.5,2,1,0,86.17
4908,1530.66,201.43,15,10,5974.848,45.84
3393,21277.18,407.23,34,17,3166.25,32.42
8162,1546.44,62.42,38,25,3040.3188,12.78
7902,8504.04,61.46,4,2,0,144.67
11858,32648,1855,1,1,0,39.38
11823,4611,174,2,1,0,40.17
11824,10130.4,402,2,1,0,38.8
82845,4338.02,69.64,24,16,109.462124,87.69
11534,7861.3,337.58,12,7,190,44.24
7353,315456.61,5544.89,9,1,576,42.97
1295,32831.94,369.77,5,4,0,89.52
11723,0.02,1.85,3,3,0,54.14
777,3145.21,77.71,9,7,433,47.59
9223,12151.31,228.29,24,19,3806.501,47.59
3121,5544.97,257.35,97,65,4908.54,66.16
11837,30090,885,1,1,0,59.85
11821,2168.93,72,3,2,0,44.79
845,47740,1705,1,1,0,47.71
11746,17145,635,1,1,0,41.8
11747,81593,2876,2,1,0,46
6424,7044.09,293.42,20,14,5193.3852,59.47
11857,5104.85,115,1,1,0,57.52
1169,5763.01,85.96,17,13,2636.4,71.53
82794,5290.15,74.03,25,15,1489.28358,104.68
11699,3744.2,97,1,1,0,60.69
2493,205683.42,7304.35,17,1,37488,28.62
11826,17842.5,549,1,1,0,36.86
11966,17192.96,584,1,1,0,43.1
11978,0.1,9.6,1,1,0,51.44
8435,1157.14,55.43,7,7,387,27.31
11853,5442.84,117,1,1,0,52.76
2611,10173.13,94.39,5,5,1450.85,76.37
11951,63378,3018,2,1,0,39.66
8383,125210.2,6381.06,17,4,0,28.04
11432,13635.39,406.19,33,20,1693,44.51
11926,15772.8,424,3,1,424,51.22
5944,1172.85,165.27,11,10,1616.25,34.61
11913,13635,303,1,1,0,73.23
5140,4971.98,226.2,34,24,3543.7248,192.69
11697,179061.26,6346.4,10,3,0,29.4
3183,7980.01,261.17,37,21,3282.9606,90.08
8304,5099.26,111.25,4,4,0,100.75
11812,20542.5,825,1,1,0,49.81
11888,1710.1,49,1,1,0,55.68
11898,18802.14,764.25,4,4,3593,29.4
11879,26150.12,1353.17,6,3,2000,27.54
10668,3174.42,72.1,2,2,2892.1,61.06
3447,3084.54,129.85,9,6,0,335.12
90015,973.7,114.5,4,2,777,28.47
11010,2726.75,82.78,11,7,2156.46,28.53
9266,181820.92,10826.03,29,3,30686,26.71
11892,2940,105,1,1,0,55.34
1636,1721.67,54.74,4,3,198.4296,34
4845,7775.28,146.67,10,10,1328.2881,1820.52
4975,3451.28,114.19,13,12,508.9392,99.95
11960,28302.84,570.12,1,1,0,1286.61
10519,4670.09,163.33,7,6,2111.907,110.23
8280,29758.15,891.18,11,7,3195,54.63
3999,107167.43,4170.8,5,1,3612,30.36
9826,9084,386.5,2,2,0,18.13
1880,448.46,14.97,14,9,395.72064,107.21
4403,4445.46,86.74,15,8,1998.4176,79.68
1807,39384.29,1202.5,2,2,0,43.16
11992,55612.67,2120.67,3,2,0,38.99
11996,78636.67,3003.67,3,2,0,39.91
2148,6236.15,90.63,22,13,1233.4518,260.82
85,2116.44,44.88,5,4,88.1628,56.93
12020,62311.36,2823,3,1,0,35.62
12048,1527.5,47,2,1,0,57.5
10520,7959.41,156.43,15,8,81,27.4
7459,1656,154.54,72,55,0,86.07
778,9224.87,202.1,97,57,1007.019,158.74
2451,2429.6,28,7,4,0,37.17
11924,1280.44,34,1,1,0,61.31
83516,1176.72,3.75,3,2,707.113155,49.87
11928,0.57,1.6,2,2,1.6,47.48
5583,4187.1,59.27,14,12,327.98997,120.48
12005,24718,727,1,1,0,55.87
11546,52938,1568.5,2,1,0,54.62
825,8171.24,192.34,33,19,2058.3432,55.57
12097,13371.18,338,4,1,0,45.53
10958,131359.65,2840,2,1,18090,41.07
11331,203398.22,4861.4,5,1,0,38.76
6032,14379.96,238.93,3,2,34.1328,334.34
3388,2322.84,115.09,35,21,1975.05,32.42
1001,133414.85,713.98,5,2,0,1130.48
1734,3295.2,147.28,3,3,0,447.16
5445,5052.36,170.63,8,7,0,356.44
10335,19110,910,1,1,0,26.73
1236,30133.12,1576,1,1,0,27.12
10213,3239.43,164.42,12,5,0,31.29
6219,40740,494.92,1,1,0,1301.89
1928,4797.54,188.03,4,2,0,28.31
12211,6136,295,1,1,0,31.44
12186,8403.36,218.14,7,3,0,50.8
10439,90798.5,5248,7,2,14677,29.13
12244,30873.2,977,1,1,0,48.84
12091,165528.85,3657,3,2,0,67.26
945,3567.72,47.93,4,3,171.706,54.95
991,806.6,20.74,4,4,39.7,46.3
1312,3698.92,93.07,19,18,2096,45.63
5690,3415.4,88.34,9,8,818.35,71.53
82737,23409,89.68,9,8,109.3752114,76.14
5734,3087.49,36.15,11,8,241.7,83.91
11410,11881.29,290.67,3,2,139,38.76
12061,10664.25,499.33,3,3,2682,30.35
12537,20557.57,672.05,22,17,285,47.71
12239,39682.5,2145,1,1,0,31.81
7218,15962.94,430.5,2,1,0,42.97
11071,3083.84,545.33,3,3,4,42.97
1709,7563.71,196.65,129,87,3896,49.11
12123,3700.98,174,1,1,0,34.2
12139,4140.36,124,1,1,0,33.39
10932,2483.2,858.2,5,2,0,30.42
4872,10217.7,82.05,2,2,0,107.89
4869,34452,505.75,3,2,1222.2253,3537.5
12174,5909,311,1,1,0,32.76
12133,9076.32,264,1,1,0,47.62
12305,66512.5,2125,1,1,0,41.32
12199,10415.5,510,2,2,985,28.31
8385,15225.66,854.91,53,32,140,28.04
5815,2850.12,139.4,8,8,794.1402,87.81
3198,525.6,68.03,2,2,210.2781,226.05
12302,4594.95,142.5,2,1,0,44.02
7285,8955.71,501.5,42,29,0,42.97
12290,8370.55,83,1,1,0,56.94
1771,5383.84,153.45,35,26,984.6408,158.74
8145,2888.58,67.59,1,1,0,635.46
3210,2364.62,66.3,11,9,7124.2428,474.72
14065,22577.5,550,1,1,550,67.26
12201,2591.4,84,1,1,0,43.36
1758,22031.25,532.5,2,2,0,41.32
8512,23096.67,1102.5,4,3,0,30.13
11954,9057.6,296,1,1,0,58.7
10588,4602.92,172,5,3,41,25.66
137,1953.92,165.83,23,12,1221.036,89.33
1951,9025.8,294,1,1,0,150.9
8172,4987.11,373.5,28,12,0,43.16
11040,7177.04,182.37,24,19,151.85,28.53
1073,560.64,16.97,1,1,220.6308,60.19
10744,18955.38,528.33,3,1,985,26.97
11630,12499.7,524.33,3,3,106,26.73
990,1450.55,105.38,49,41,60.9,46.3
9938,10872,604,1,1,0,35.05
12012,39430.1,1107.5,2,2,0,44.51
11176,285017.04,5733.5,2,1,68073,51.06
12405,3709.1,29,1,1,0,56.02
193,7167.12,286.66,12,7,4388.8068,140.31
12411,4934.38,121,1,1,0,50.53
12300,1900,76,1,1,0,44.51
8828,11560.56,45.41,2,2,0,62.52
8183,588,28,1,1,0,43.5
10837,151436.52,3548.14,7,1,45409,28.25
2717,1028.08,191.14,14,12,104,29.21
1434,4748.48,169.82,22,19,2157,45.33
5435,10833.21,355.14,21,14,1426.2756,77.31
12338,19608.4,1043,1,1,0,29.4
12434,3750.66,201.4,2,1,0,39.8
10772,27669,219.23,3,2,1720.128,89.79
12446,48024,2001,1,1,0,40.34
6087,70590.93,818.21,3,1,2290.9768,3278.47
2042,4581.54,119.43,11,9,1313.7408,48.59
12491,0.08,8,1,1,0,34.08
4654,281384.01,4150.91,11,1,33337,49.23
9244,19346,569,1,1,0,46.86
10198,620,522,8,6,266,26.59
8920,5577,147.18,1,1,0,110.98
10742,26159.63,1194.17,6,5,815,29.13
12493,59088,2462,1,1,0,40.34
12489,12498.93,339,1,1,0,38.61
11202,4127.34,180,8,6,4615,54.36
12557,26400,1100,1,1,0,39.02
8374,2279.16,132.2,10,7,0,42.97
12054,1387.08,148.69,6,6,0,316.46
11412,5708.94,193,1,1,199,39.92
12574,1220.6,34,1,1,0,48.96
549,4231.6,141.5,2,2,1,41.32
6888,676.2,6.38,1,1,633.8655,52.65
12544,8004,348,1,1,0,32
12488,29100,970,1,1,0,47.53
12566,1726.4,83,1,1,0,28.99
10322,599.17,773.86,7,5,0,46.09
12586,42394,2030,2,1,0,28
9758,5124.7,316.35,55,28,1028,27.82
902,4076.68,145.11,447,283,4299.2166,63.69
2205,5926.21,139.96,717,360,16172.6358,63.78
1835,4432.55,81.69,680,345,29808.684,41.7
2000,4712.47,91.16,62,24,526.58418,47.24
749,9883.76,84.98,50,27,0,105.65
550,3388.78,138.56,235,132,3650.9508,58.72
5092,3363.08,190.03,354,142,7924.9968,17.4
10382,4400.16,113.69,26,21,972.7,54.95
83722,4280.69,85.6,8,8,1669.10718,857.43
4108,2223.23,209.42,83,54,0,45.33
5080,3214.2,154.91,233,103,7084.3248,12.84
2596,4190.64,51.74,17,10,468.8334,207.18
135,12188.95,248.08,111,46,8197.926,104.46
4103,2686.72,122.54,61,48,43,44.68
7370,2995.82,73.56,329,226,28148.55,48.8
5094,1819.51,101.66,283,118,8649.6,25.59
5098,6480.84,246.45,279,101,7701.7248,21.93
8738,10065.26,733.26,97,36,9465,28.38
8199,17520.73,960.63,112,47,261,27.52
2815,3672.48,124.52,72,53,5575.725,352.35
83007,13072.91,161.37,105,76,0,507.91
4491,1896.02,127.17,80,34,8846.388,21.73
1108,1383.12,26.21,15,13,394.842,13.7
2563,6612.34,163.6,86,55,2423.781,86.99
710,7281.52,196.72,426,213,1000.824,104.48
82757,3836.9,67.52,50,33,1941.576824,86.41
750,6869.23,179.32,220,126,7446.9564,99.51
6010,4321.79,62.99,130,86,0,56.78
1209,1629.64,28.98,43,38,3131.0352,21.58
1833,3295.78,72.73,27,14,332.7486,37.21
2163,6635.62,163,363,246,16265.1756,139.78
11582,5365.44,36.01,4,2,0,225.98
5078,1254.19,61.64,170,85,4072.5006,15.37
5082,1640.18,94.19,187,76,6073.488,18.74
2661,5792.76,147.98,155,111,10025.4336,176.78
954,11759.66,195.13,19,10,0,1134.69
3376,19021.64,1054.36,104,55,5593,29.3
8453,6139.03,174.69,87,38,6.6774,45.21
1660,5845.18,147.57,215,103,8751.1284,43.33
7879,4446.32,170.63,79,41,8368.2552,46.34
10266,9445.41,511.52,56,32,650,30.42
11831,5637.56,185.22,179,111,1220,44.73
4246,8306.07,309.04,107,89,93,42.97
3582,1329.5,60.22,250,115,4046.95,32.42
4299,3145.65,137.72,126,57,2615.15,34.61
1879,3151.09,102.92,66,51,3565.1826,119.87
959,9426.04,490.06,152,55,3728,29.66
90024,7467.43,196.12,49,32,945,33.03
1096,8894.21,499.04,57,39,1190,27.42
11584,10220,292,6,1,0,54.83
5104,3549.55,151.68,268,133,7566.8232,39.17
55,2343.88,70.61,79,45,3152.2848,24.42
700,3560.75,129.62,353,183,23797.5144,79.13
7188,1495.52,74.84,120,70,1303.6464,12.78
805,3867.46,125.7,206,133,7712.118,39.26
82915,4896.65,91.65,77,51,3629.2242,302.83
1848,1519.2,73.26,58,32,3742.497,35.63
8445,4579.79,175.94,74,33,3830.5428,21.87
4990,5032.28,93.56,32,17,0,12.78
350,2769.89,62.65,68,36,2579.1192,26.07
7809,6312.46,108.26,38,17,425.3,48.8
1684,5959.41,181.97,63,37,0,33.52
11131,15775.62,918.36,11,1,171,28.38
6536,22357.09,540.19,54,45,18287.4264,397.98
9180,1814.8,100.66,29,25,5.5,47.59
83561,5845.23,59.82,170,81,3946.38352,78.93
11653,48476.76,1002,1,1,0,54.86
82808,2651.2,47.11,156,103,752.39224,148.98
10558,12703.93,610.38,32,18,2675,25.66
12191,5332.21,234.53,78,44,97,26.71
3316,2781.03,190.66,70,46,2280,49.11
4880,1091.77,158.37,21,13,2805.9696,12.78
6551,6962.78,176.49,24,19,2720.214,275.85
1779,2611.08,148.36,61,37,4954.5132,16.09
1140,2022.34,29.75,39,18,383.5236,27.11
83763,16557.16,156.05,10,7,29.50365,569.51
8923,4770.86,110.49,16,9,55.944,37.88
2310,2389.31,54.62,74,45,1369.8432,74.91
4193,8047.85,128.15,47,30,778.85,48.8
4563,6271.72,131.86,33,19,621.648,252.31
9140,3477.25,379.49,23,20,8603,30.59
7189,2021.64,83.76,211,118,6585.5622,15.29
576,8645.59,186.75,36,28,2092.85228,1264.61
6173,3174.18,91.28,29,22,1389.0558,186.07
10665,2119.13,52,74,59,10586.4,61.06
3533,7664.54,112.15,21,5,834.7884,39.26
8572,54404.25,1414.25,4,2,0,63.83
5747,3569.7,52.53,11,7,158.1,83.91
995,13976.34,218.73,27,19,514.5,71.53
83538,2963.47,36.02,47,30,224.85672,70.81
2623,7380.85,328.04,76,36,935,54.36
2633,9167.64,186.01,163,109,7370.5482,294.06
1370,6812.1,202.3,135,72,11.1516,90.35
4903,2150.36,93.91,70,36,3526.7688,39.05
1173,2541.05,95.4,120,84,4654.420744,12.11
8574,3941.53,145.85,18,10,2568.9966,95.74
10571,212278.75,3071.33,3,1,0,67.06
90185,10760.45,414.03,40,28,7285.92,29.32
10315,12755.23,690,3,3,0,29.3
8956,19429.51,1044.05,20,12,0,28.38
1071,2532.86,62.61,41,21,1463.5368,55.53
5112,4203.1,234.57,204,104,11854.1508,52.73
7885,10894.23,276.61,47,25,757.3176,94.97
1623,7342.95,93.08,74,51,3973.089,51.46
478,4835.92,211.61,41,37,150,47.26
83235,25220.88,467.1,11,8,3557.1798,4825.45
2172,17361.67,940.7,10,2,0,30.35
3171,1639.48,77.23,76,44,1953.7968,39.05
11371,9939.97,514.83,30,19,1362,41.1
90116,5138.07,182.3,54,32,1735,31.22
4867,13796.82,742.6,8,7,7040.928,3078.05
7500,969.71,98.14,35,29,3559.45,48.8
9210,5919.17,153.09,100,68,3692.45,47.59
11784,12690,235,1,1,0,90.82
4268,18344.67,792.12,34,11,1820,29.66
553,35008.22,782.4,5,3,117,67.06
8761,8175.28,794.17,97,51,11910,27.32
82906,9560.27,154.66,5,4,493.596,182.62
10271,112317.3,3787.4,10,1,882,28.04
83640,4138.66,61.1,44,33,189.21636,237.44
9139,5949.43,314.19,17,10,1100,30.59
11575,8192.14,253,1,1,0,36.72
10211,1837.8,243.09,12,11,1009.7568,94.97
7566,5697.56,143.73,60,40,467,64.02
1263,1395.17,24.8,84,69,505.55,77.95
482,803.32,31.43,60,47,0,48.8
11617,20772.5,1187,1,1,0,35.35
83877,12633.72,168.32,9,7,1036.8036,3366.57
11425,8634.33,269.34,13,10,12143.4,43.57
11773,5947.5,61,1,1,0,87.03
2907,3440.4,24.83,21,1,0,103
761,1196.26,55.99,37,17,1046.6766,31.11
10667,6182.53,104.11,10,6,1760.5,61.06
5119,1920.75,218.29,26,20,0,99.51
11373,12377.18,343.71,7,7,385,39.8
83148,15505.06,393.28,12,10,1363.38566,784.71
3310,41531.49,569.35,90,57,0,1232.45
6286,6246.74,171,5,4,171,43.79
2462,2857.56,28.34,17,9,457.38,94.17
10413,155573.54,5876.84,19,3,0,29.75
10593,117392.28,5764.83,6,2,39221,26.54
9833,1368,38,2,1,40,42.42
6465,1279.68,184.13,3,3,1104.7932,55.9
8819,7261.24,285.88,32,17,1990,65.45
4971,3019.03,98.79,13,13,314.5032,127.28
7430,3765.11,91.31,87,57,4215,48.8
11440,2772,327,2,2,2181,43.11
9012,20721.02,537.5,4,1,0,41.23
7646,1281.98,37.53,33,28,372.85,48.8
10232,11877,642,1,1,0,28.31
11600,5595.2,269,1,1,0,37.77
9054,2244.48,165.55,9,6,71.8032,67.68
83635,3928.9,84.92,39,29,2787.285621,182.23
11050,7499.34,159.97,26,15,0,28.53
9291,30192.94,792.4,15,8,0,53.67
8632,7764.65,1466.63,8,8,4655,29.38
3331,6932.1,160.8,2,2,0,400.57
4992,351.98,17.68,11,7,801.8592,18.7
11732,3863.16,52.81,1,1,0,926.46
4623,5044.83,141.66,74,51,5193.3312,292.65
11585,24915.8,740,2,1,0,52.76
8586,5401.8,210.37,1,1,0,105.74
5026,5066.62,141.31,58,31,3968.2368,53.19
4957,1218.76,145.73,41,31,1655.9868,108.68
10591,224427.2,7582,2,1,0,26.54
11886,98057.15,5169.67,3,1,0,36.16
10420,1416.93,87.39,105,26,3.4,27.4
6270,11630.2,163.9,117,80,1100.5,46.3
3524,1002.1,34.81,30,18,368.6886,11.94
10503,3379,117.5,2,2,0,43.31
11846,15246,1664.5,4,2,0,43.72
11687,55073,3169,2,2,0,30.03
7405,14664.93,1495.29,21,9,0,28.99
11754,32350.5,1540.5,2,1,0,36.16
11755,28171.5,1341.5,2,1,0,36.16
9295,4865.71,175.13,23,13,1492,30.36
3030,2501.97,136.65,55,37,2744.3,32
1365,4221.52,174.74,16,9,0,107.8
4164,210232.76,5168.17,6,1,0,29.32
11706,6352.2,65.33,1,1,0,284.73
1633,5862.31,188.21,274,161,5959.7112,62.09
10550,2987.57,131.17,13,7,362.448,27.4
8640,5329.85,169.16,33,23,860.9784,48.99
7975,1767.9,83,1,1,0,40.2
10142,1506.63,95.43,32,18,5180.65,56.23
11792,154653.75,2212.5,2,1,0,79.27
11352,13121.69,583.93,14,11,11458,42.39
90195,17128.35,403.88,57,24,4365,26.64
6300,2119.39,58.68,4,4,1446.4,46.3
1251,2410.97,34.65,20,15,557.9,77.95
11692,14858.58,479,1,1,0,54.86
11751,56457,2091,1,1,0,42.1
6110,2528.1,78.79,726,444,18248.55,46.3
10854,15546.5,625.86,7,3,0,38.33
11854,24458.89,551,1,1,0,57.52
11395,3128.57,77.5,13,6,337,40.27
82631,9078.75,44.87,16,9,67.738206,44.32
11745,40689,1507,1,1,0,41.23
83604,4089.35,49.69,28,20,644.01609,216.47
4916,2899.8,68.09,19,11,323.4354,49.18
12192,1368,38.5,2,2,0,43.79
83587,14106.09,169.91,42,20,5793.534,86.65
11363,4947.9,174,12,6,620,40.27
6139,1230.18,33.25,6,5,260.8956,330.47
10507,8549.75,164,2,2,2,50.21
11567,6137.45,337.8,5,5,0,42.11
790,61311.76,429.97,51,40,0,213.12
6750,443.83,30.15,16,9,1246.489,56.23
11790,40710,885,1,1,0,76.5
11876,17952.3,549,1,1,0,54.53
11904,979.27,15.31,2,1,0,177.67
11905,7024.6,341,1,1,0,41.88
11907,1142.9,55,1,1,0,39.31
3389,2871.62,115.86,72,39,3800.7,32.42
2956,3682.78,184.5,6,4,52,28.31
1245,3904.95,317.33,3,3,0,27.97
5162,224446.2,5450.5,2,1,16779,34.94
9787,4351.13,273.71,7,5,0,43.51
8784,118580.88,5635.87,15,1,16951,27.54
11890,2755,72.5,1,1,0,60.26
10815,1287,783.25,4,2,0,27.54
11943,18544.71,486,3,3,0,48.61
4844,1849.19,73.18,76,51,4796.253,26.13
10563,211883.96,5393,5,2,8240,47.26
11910,18549.66,303,1,1,0,69.42
11586,16795.8,580,3,2,0,59.85
4703,5780.9,122.79,39,25,1409.8266,344.76
1553,44171.58,224.93,29,18,2700.6924,73.01
83571,3438.96,12.99,14,10,376.280905,93.76
4431,2656.2,48.32,11,11,623.3898,16.16
5391,44292,2775.5,4,3,2461,15.1
9983,5936.5,383,1,1,0,51.41
11882,1419.89,28.25,1,1,0,2026.88
8298,8759.77,634.4,15,12,6838,29.13
10855,15209.55,589,9,7,0,57.41
8331,2640.44,436.7,104,57,6496,30.04
11918,34493,2029,1,1,0,31.81
12019,55042.05,2945,1,1,0,31.81
4847,13052.57,281.15,15,14,1866.645,945.67
10192,8462.9,1374.46,13,9,8897,26.78
4850,5070,422.68,12,11,8707.1256,1156.23
8647,26996.36,1327.75,4,4,0,28.58
11537,49426.87,1500.2,5,4,0,42.76
4104,1630.2,59.47,3,2,0,413.1
1230,1527.5,47,3,1,0,43.79
90145,3119.01,148.79,29,16,1611,27.31
12018,4612.14,243,1,1,0,32.58
8625,123639.85,4032.4,5,1,163,30.19
933,5537.52,92.86,45,23,2632.722,38.41
2339,62741.38,764.14,2,2,0,7700.31
2753,20814.87,198.24,2,2,15184.571049,3971.57
11947,12365.6,328,1,1,1,53.04
11927,0.45,1.6,1,1,0,31.89
10700,3205.05,126.25,2,2,394.3,34.22
10553,235162.59,4929,1,1,0,43.16
5657,2707.36,51.05,15,9,1103.5,77.95
11552,3897.39,137.5,6,5,0,39.02
8107,19350,863.93,3,2,0,36.1
2182,1041.96,10.3,1,1,0,227.42
12062,8730,485,2,1,0,31.81
84140,1555.68,171.12,2,2,3086.028147,797.83
11998,50948.5,1730,1,1,0,31.81
8891,25578,554.38,82,62,703,42.15
10641,11483.29,763.94,82,45,15798,26.73
12119,1106.04,52,1,1,0,34.2
11411,35671.99,1274.56,18,13,48,38.76
3978,1912.8,66.26,3,3,0,46.61
1516,3552.48,193.37,47,27,4862.0976,55.28
1091,994.14,12.5,3,3,0,79.19
6337,3123.32,34.38,5,3,3799.82812,430.5
12177,4010.76,91.33,3,1,0,45.96
11394,18398.24,709.08,26,19,4322,39.8
2203,10594.4,77.28,3,2,0,86.85
12060,28488.84,1194,1,1,0,31.31
1528,2828.7,69.93,2,2,0,45.32
7960,2307.61,65.17,34,26,311.25,48.8
7732,24138,1058.58,2,1,0,39.22
11275,4891.4,147.5,2,1,0,33.05
1151,21349.8,305.11,6,1,321.6018,400.57
12047,16353,474,1,1,0,49.33
6196,5790.4,115.81,1,1,22.64068,577.08
831,758.85,39.99,8,6,3500.784,32.91
8816,35190,2070,2,2,0,39.72
11308,166762.36,4361.75,4,1,22798,26.73
1511,1964.34,92.66,58,46,3867.1044,63.65
11442,1350,129.75,4,3,931,43.97
12084,5796,67.59,1,1,0,267.21
12189,13219.59,434.8,5,4,0,49.72
12134,6485.43,275.11,19,13,3424,28.31
8164,31923.65,851.88,57,38,13857,41.32
12127,16391.82,687,2,1,0,31.81
908,5756.69,37.35,35,14,317.12672,72.23
12263,3445.2,174,1,1,0,26.73
11328,191347.2,4692,2,1,9166,38.02
